movieId,movie_idx
1703,465
1704,466
1717,467
1721,468
1722,469
1754,470
1762,471
1772,472
1777,473
1779,474
1792,475
1801,476
1831,477
1848,478
1855,479
1862,480
1876,481
1882,482
1883,483
1911,484
1918,485
1920,486
1923,487
1954,488
1961,489
1969,490
1970,491
1971,492
1973,493
1974,494
1992,495
1993,496
1994,497
2000,498
2001,499
2002,500
2003,501
2004,502
2005,503
2011,504
2012,505
2013,506
2021,507
2026,508
2046,509
2050,510
2051,511
2052,512
2058,513
2060,514
2072,515
2100,516
2105,517
2107,518
2115,519
2117,520
2124,521
2140,522
2150,523
2151,524
2161,525
2167,526
2193,527
2194,528
2231,529
2232,530
2247,531
2253,532
2268,533
2269,534
2278,535
2291,536
2294,537
2322,538
2325,539
2329,540
2338,541
2340,542
2355,543
2369,544
2371,545
2375,546
2378,547
2379,548
2380,549
2382,550
2383,551
2387,552
2389,553
2393,554
2406,555
2407,556
2412,557
2422,558
2428,559
2431,560
2433,561
2447,562
2470,563
2471,564
2490,565
2496,566
2498,567
2505,568
2514,569
2524,570
2540,571
2541,572
2542,573
2548,574
2549,575
2558,576
2572,577
2581,578
2598,579
2600,580
2606,581
2617,582
2618,583
2640,584
2641,585
2643,586
2657,587
2672,588
2699,589
2700,590
2701,591
2713,592
2717,593
2719,594
2735,595
2772,596
2793,597
2796,598
2802,599
2805,600
2807,601
2808,602
2826,603
2841,604
2858,605
2881,606
2889,607
2893,608
2913,609
2916,610
2944,611
2947,612
2948,613
2949,614
2950,615
2959,616
2968,617
2976,618
2978,619
2985,620
2987,621
2989,622
2990,623
2995,624
2997,625
3005,626
3020,627
3033,628
3039,629
3052,630
3081,631
3101,632
3114,633
3145,634
3146,635
3147,636
3156,637
3175,638
3178,639
3208,640
3243,641
3248,642
3249,643
3253,644
3254,645
3256,646
3257,647
3258,648
3261,649
3263,650
3264,651
3268,652
3271,653
3300,654
3301,655
3316,656
3324,657
3354,658
3409,659
3448,660
3452,661
3457,662
3466,663
3477,664
3484,665
3499,666
3526,667
3527,668
3534,669
3535,670
3564,671
3593,672
3624,673
3635,674
3639,675
3686,676
3698,677
3699,678
3701,679
3702,680
3704,681
3705,682
3710,683
3717,684
3744,685
3745,686
3751,687
3752,688
3763,689
3764,690
3793,691
3798,692
3802,693
3809,694
3810,695
3821,696
3825,697
3826,698
3827,699
3841,700
3864,701
3879,702
3882,703
3897,704
3948,705
3973,706
3977,707
3978,708
3981,709
3988,710
3997,711
3998,712
3999,713
4002,714
4010,715
4011,716
4015,717
4018,718
4030,719
4040,720
4084,721
4085,722
4092,723
4105,724
4121,725
4128,726
4178,727
4200,728
4203,729
4207,730
4223,731
4224,732
4247,733
4251,734
4255,735
4265,736
4266,737
4267,738
4280,739
4310,740
4321,741
4343,742
4351,743
4361,744
4367,745
4370,746
4372,747
4387,748
4396,749
4447,750
4452,751
4483,752
4487,753
4488,754
4489,755
4499,756
4526,757
4531,758
4544,759
4545,760
4558,761
4563,762
4571,763
4572,764
4580,765
4587,766
4621,767
4624,768
4636,769
4643,770
4672,771
4673,772
4681,773
4701,774
4718,775
4728,776
4734,777
4735,778
4744,779
4756,780
4758,781
4776,782
4844,783
4848,784
4855,785
4866,786
4874,787
4878,788
4887,789
4899,790
4954,791
4958,792
4963,793
4978,794
4979,795
4980,796
4992,797
4993,798
5010,799
5014,800
5015,801
5040,802
5047,803
5049,804
5065,805
5093,806
5110,807
5128,808
5151,809
5152,810
5171,811
5218,812
5219,813
5247,814
5254,815
5255,816
5283,817
5293,818
5313,819
5323,820
5349,821
5378,822
5382,823
5414,824
5438,825
5445,826
5459,827
5463,828
5476,829
5478,830
5501,831
5507,832
5523,833
5538,834
5541,835
5556,836
5573,837
5574,838
5609,839
5621,840
5669,841
5673,842
5678,843
5679,844
5810,845
5816,846
5833,847
5872,848
5881,849
5903,850
5944,851
5999,852
6003,853
6040,854
6156,855
6157,856
6239,857
6264,858
6280,859
6290,860
6294,861
6296,862
6323,863
6333,864
6338,865
6365,866
6373,867
6378,868
6383,869
6440,870
6502,871
6503,872
6534,873
6537,874
6541,875
6548,876
6564,877
6567,878
6595,879
6615,880
6662,881
6663,882
6686,883
6695,884
6708,885
6709,886
6711,887
6720,888
6754,889
6790,890
6796,891
6800,892
6803,893
6807,894
6812,895
6863,896
6870,897
6873,898
6874,899
6880,900
6888,901
6934,902
6936,903
6944,904
6947,905
6952,906
6953,907
6957,908
6966,909
6977,910
6996,911
7000,912
7004,913
7007,914
7018,915
7046,916
7076,917
7090,918
7101,919
7102,920
7143,921
7161,922
7163,923
7173,924
7175,925
7193,926
7254,927
7293,928
7308,929
7310,930
7324,931
7325,932
7347,933
7348,934
7360,935
7367,936
7371,937
7373,938
7376,939
7381,940
7394,941
7395,942
7438,943
7439,944
7445,945
7448,946
7451,947
7454,948
7458,949
7573,950
7781,951
7827,952
7923,953
8010,954
8016,955
8169,956
8340,957
8360,958
8361,959
8366,960
8368,961
8371,962
8387,963
8493,964
8528,965
8623,966
8633,967
8636,968
8640,969
8641,970
8644,971
8665,972
8798,973
8810,974
8830,975
8860,976
8861,977
8870,978
8874,979
8939,980
8947,981
8961,982
8968,983
8972,984
8984,985
8985,986
26555,987
27728,988
30822,989
30825,990
32302,991
2174,992
2502,993
2710,994
2797,995
3429,996
4034,997
7361,998
26131,999
38061,1000
44761,1001
4,1002
17,1003
42,1004
62,1005
236,1006
265,1007
296,1008
454,1009
506,1010
531,1011
613,1012
1056,1013
1131,1014
1132,1015
1173,1016
1185,1017
1186,1018
1190,1019
1211,1020
1213,1021
1216,1022
1228,1023
1233,1024
1263,1025
1273,1026
1293,1027
1296,1028
1305,1029
1354,1030
1381,1031
1569,1032
1619,1033
1643,1034
1678,1035
1680,1036
1726,1037
1727,1038
1730,1039
1747,1040
1784,1041
1810,1042
1835,1043
1913,1044
1955,1045
1959,1046
1960,1047
1962,1048
2020,1049
2022,1050
2059,1051
2065,1052
2075,1053
2076,1054
2112,1055
2154,1056
2352,1057
2397,1058
2420,1059
2551,1060
2686,1061
2734,1062
2745,1063
2852,1064
2872,1065
2917,1066
2931,1067
2938,1068
2942,1069
2943,1070
3067,1071
3068,1072
750,1073
1028,1074
1077,1075
1081,1076
1374,1077
1375,1078
1376,1079
1610,1080
1909,1081
1947,1082
1997,1083
2091,1084
2160,1085
2424,1086
2554,1087
2555,1088
2565,1089
2620,1090
2622,1091
2671,1092
2716,1093
2746,1094
3061,1095
1033,1096
2413,1097
2712,1098
2840,1099
2908,1100
3053,1101
3082,1102
3115,1103
3155,1104
3186,1105
3238,1106
3287,1107
3355,1108
3552,1109
3591,1110
3608,1111
20,1112
23,1113
71,1114
88,1115
325,1116
423,1117
569,1118
661,1119
809,1120
870,1121
924,1122
973,1123
1105,1124
1113,1125
1203,1126
1249,1127
1324,1128
1367,1129
1457,1130
1589,1131
1753,1132
2015,1133
2067,1134
2282,1135
2301,1136
2315,1137
2321,1138
2366,1139
2459,1140
2469,1141
2562,1142
2764,1143
2866,1144
2900,1145
2907,1146
2918,1147
2974,1148
3016,1149
3041,1150
3105,1151
3139,1152
3173,1153
3387,1154
3693,1155
3799,1156
3839,1157
3861,1158
3889,1159
4006,1160
4029,1161
4232,1162
4248,1163
4276,1164
4480,1165
4493,1166
4502,1167
4566,1168
4633,1169
4748,1170
4901,1171
4912,1172
5048,1173
5055,1174
5307,1175
5309,1176
5363,1177
5422,1178
333,1179
343,1180
524,1181
837,1182
902,1183
953,1184
1029,1185
1066,1186
1088,1187
1583,1188
1688,1189
2006,1190
2087,1191
2114,1192
2125,1193
2687,1194
2886,1195
3255,1196
3791,1197
3990,1198
4014,1199
4025,1200
4308,1201
4700,1202
4822,1203
4896,1204
4961,1205
5066,1206
5449,1207
5882,1208
5942,1209
5958,1210
5991,1211
6218,1212
6297,1213
6367,1214
6535,1215
7147,1216
7164,1217
7255,1218
7263,1219
7380,1220
7444,1221
8526,1222
8807,1223
8869,1224
8912,1225
8970,1226
8974,1227
27706,1228
27808,1229
30793,1230
31221,1231
32296,1232
33085,1233
33493,1234
33499,1235
33669,1236
33836,1237
34520,1238
40815,1239
40826,1240
29,1241
198,1242
611,1243
1175,1244
1306,1245
1570,1246
1967,1247
2116,1248
2143,1249
2360,1250
915,1251
941,1252
965,1253
1017,1254
1892,1255
1987,1256
2054,1257
2094,1258
2353,1259
2368,1260
2662,1261
2728,1262
3074,1263
3406,1264
3476,1265
3516,1266
3634,1267
3960,1268
4033,1269
4102,1270
4326,1271
4344,1272
4638,1273
5007,1274
5122,1275
5213,1276
5593,1277
5651,1278
6316,1279
10,1280
11,1281
45,1282
95,1283
105,1284
112,1285
169,1286
186,1287
203,1288
225,1289
252,1290
276,1291
300,1292
318,1293
342,1294
361,1295
374,1296
427,1297
485,1298
491,1299
494,1300
585,1301
788,1302
805,1303
832,1304
838,1305
839,1306
1005,1307
1047,1308
1059,1309
1090,1310
1135,1311
1222,1312
1242,1313
1250,1314
1255,1315
1259,1316
1271,1317
1298,1318
1299,1319
1343,1320
1378,1321
1407,1322
1438,1323
1485,1324
1488,1325
1586,1326
1735,1327
1968,1328
2042,1329
2053,1330
2081,1331
2082,1332
2134,1333
2136,1334
2138,1335
2279,1336
2359,1337
2402,1338
2403,1339
2404,1340
2409,1341
2467,1342
2473,1343
2474,1344
2476,1345
2528,1346
2605,1347
2616,1348
2676,1349
2694,1350
2706,1351
2724,1352
2763,1353
2770,1354
2794,1355
2803,1356
2915,1357
2953,1358
3063,1359
3107,1360
3108,1361
3203,1362
3210,1363
3247,1364
3252,1365
3361,1366
3396,1367
3418,1368
3489,1369
3525,1370
3617,1371
3646,1372
3682,1373
3811,1374
3868,1375
3911,1376
3967,1377
3979,1378
4008,1379
4062,1380
4069,1381
4148,1382
4254,1383
4368,1384
4703,1385
4865,1386
5346,1387
5442,1388
5452,1389
5524,1390
5785,1391
5961,1392
6251,1393
6664,1394
6707,1395
6810,1396
7016,1397
7162,1398
7345,1399
7701,1400
8907,1401
13,1402
40,1403
46,1404
74,1405
204,1406
207,1407
222,1408
224,1409
246,1410
254,1411
261,1412
277,1413
279,1414
282,1415
305,1416
327,1417
339,1418
369,1419
415,1420
421,1421
449,1422
450,1423
469,1424
474,1425
497,1426
596,1427
647,1428
653,1429
667,1430
709,1431
720,1432
765,1433
783,1434
808,1435
829,1436
847,1437
914,1438
916,1439
921,1440
922,1441
955,1442
971,1443
1009,1444
1010,1445
1013,1446
1014,1447
1016,1448
1018,1449
1022,1450
1025,1451
1031,1452
1032,1453
1099,1454
1124,1455
1177,1456
1192,1457
1201,1458
1223,1459
1224,1460
1226,1461
1227,1462
1274,1463
1278,1464
1279,1465
1282,1466
1290,1467
1297,1468
1379,1469
1394,1470
1411,1471
1441,1472
1479,1473
2019,1474
5060,1475
482,1476
521,1477
319,1478
337,1479
728,1480
745,1481
3,1482
64,1483
94,1484
852,1485
12,1486
61,1487
65,1488
79,1489
100,1490
102,1491
107,1492
135,1493
628,1494
640,1495
761,1496
762,1497
880,1498
2141,1499
2144,1500
2145,1501
2245,1502
2374,1503
1999,1504
2023,1505
2769,1506
3404,1507
3478,1508
3865,1509
3884,1510
3885,1511
3893,1512
3894,1513
3896,1514
3903,1515
3908,1516
3910,1517
3915,1518
3943,1519
3945,1520
3946,1521
3949,1522
3951,1523
3952,1524
3953,1525
3955,1526
3956,1527
3968,1528
3969,1529
3972,1530
3983,1531
43,1532
92,1533
116,1534
248,1535
371,1536
383,1537
551,1538
553,1539
707,1540
848,1541
932,1542
1023,1543
1042,1544
1272,1545
1345,1546
1390,1547
1489,1548
1566,1549
26,1550
103,1551
634,1552
828,1553
1084,1554
8,1555
9,1556
24,1557
44,1558
48,1559
63,1560
69,1561
73,1562
86,1563
126,1564
132,1565
168,1566
174,1567
181,1568
188,1569
227,1570
238,1571
247,1572
257,1573
267,1574
275,1575
350,1576
382,1577
405,1578
408,1579
431,1580
437,1581
464,1582
473,1583
493,1584
502,1585
504,1586
505,1587
511,1588
516,1589
517,1590
528,1591
529,1592
542,1593
546,1594
575,1595
609,1596
631,1597
662,1598
673,1599
704,1600
724,1601
742,1602
748,1603
782,1604
801,1605
833,1606
881,1607
888,1608
891,1609
968,1610
990,1611
1003,1612
1015,1613
1095,1614
1209,1615
1287,1616
1340,1617
1342,1618
1357,1619
1359,1620
1363,1621
1372,1622
1422,1623
1427,1624
1431,1625
1459,1626
1461,1627
1468,1628
1495,1629
1503,1630
1518,1631
1581,1632
1592,1633
1615,1634
1640,1635
1645,1636
1654,1637
1693,1638
1707,1639
1729,1640
1744,1641
1756,1642
1771,1643
1797,1644
1826,1645
1833,1646
1837,1647
1839,1648
1841,1649
1869,1650
1873,1651
1894,1652
1907,1653
1914,1654
1921,1655
1953,1656
2089,1657
2092,1658
2120,1659
2126,1660
2162,1661
2195,1662
2273,1663
2289,1664
2296,1665
2297,1666
2302,1667
2306,1668
2320,1669
2334,1670
2384,1671
2394,1672
2427,1673
2432,1674
2443,1675
2461,1676
2462,1677
2485,1678
2497,1679
2500,1680
2501,1681
2539,1682
2550,1683
2560,1684
2573,1685
2577,1686
2597,1687
2660,1688
2664,1689
2679,1690
2682,1691
2688,1692
2693,1693
2702,1694
2707,1695
2720,1696
2722,1697
2723,1698
2725,1699
2761,1700
2812,1701
2822,1702
2827,1703
2860,1704
2875,1705
2882,1706
2898,1707
2986,1708
2996,1709
3000,1710
3004,1711
3043,1712
3047,1713
3054,1714
3079,1715
3098,1716
3100,1717
3165,1718
3179,1719
3180,1720
3190,1721
3198,1722
3213,1723
3246,1724
3250,1725
3259,1726
3269,1727
3270,1728
3273,1729
3285,1730
3286,1731
3299,1732
3328,1733
3347,1734
3400,1735
3421,1736
3439,1737
3450,1738
3481,1739
3483,1740
3510,1741
3513,1742
3536,1743
3551,1744
3553,1745
3594,1746
3615,1747
3616,1748
3618,1749
3661,1750
3662,1751
3663,1752
3664,1753
3697,1754
3785,1755
3824,1756
3869,1757
3940,1758
3980,1759
3987,1760
3991,1761
4016,1762
4047,1763
4103,1764
6425,1765
2580,1766
2594,1767
2692,1768
2890,1769
3160,1770
3498,1771
3556,1772
3654,1773
5666,1774
6067,1775
8464,1776
8917,1777
8950,1778
38038,1779
15,1780
18,1781
239,1782
250,1783
274,1784
409,1785
486,1786
555,1787
558,1788
671,1789
700,1790
810,1791
986,1792
1257,1793
1601,1794
1614,1795
1642,1796
1681,1797
1746,1798
1806,1799
1840,1800
1854,1801
1884,1802
1887,1803
1889,1804
1912,1805
1919,1806
2036,1807
2048,1808
2083,1809
2097,1810
2123,1811
2133,1812
2142,1813
2399,1814
2423,1815
2429,1816
2430,1817
2587,1818
2747,1819
2857,1820
3034,1821
3087,1822
3174,1823
3219,1824
3225,1825
3267,1826
3275,1827
3298,1828
3327,1829
3362,1830
3386,1831
3397,1832
3424,1833
3438,1834
3440,1835
3614,1836
3833,1837
4090,1838
4214,1839
4228,1840
4262,1841
4445,1842
4519,1843
4568,1844
4619,1845
4623,1846
4679,1847
4720,1848
4771,1849
4774,1850
4814,1851
4816,1852
4867,1853
4890,1854
4951,1855
5002,1856
5025,1857
5064,1858
5096,1859
5102,1860
5103,1861
5159,1862
5265,1863
5400,1864
5419,1865
5539,1866
5563,1867
5572,1868
5582,1869
5589,1870
5617,1871
5620,1872
5630,1873
5670,1874
5675,1875
5782,1876
5893,1877
5902,1878
5945,1879
5954,1880
5956,1881
5989,1882
6001,1883
6006,1884
6012,1885
6014,1886
6058,1887
6166,1888
6185,1889
6188,1890
6213,1891
6219,1892
6220,1893
6250,1894
6265,1895
6281,1896
6482,1897
6566,1898
6586,1899
6617,1900
7318,1901
33164,1902
2795,1903
3508,1904
5244,1905
5418,1906
7482,1907
27,1908
140,1909
218,1910
351,1911
726,1912
2714,1913
2975,1914
3065,1915
3451,1916
3554,1917
3565,1918
3844,1919
4022,1920
4023,1921
4054,1922
4238,1923
4448,1924
4880,1925
4973,1926
5108,1927
5127,1928
5296,1929
5364,1930
5377,1931
5957,1932
6155,1933
6187,1934
6222,1935
6266,1936
6612,1937
6765,1938
6886,1939
6887,1940
6893,1941
7048,1942
7154,1943
7285,1944
7346,1945
7366,1946
8376,1947
8784,1948
8836,1949
8916,1950
8949,1951
8965,1952
30707,1953
30749,1954
30810,1955
31685,1956
31696,1957
32294,1958
33145,1959
33166,1960
33615,1961
33646,1962
33679,1963
34162,1964
37720,1965
39183,1966
39231,1967
40614,1968
41571,1969
41573,1970
43923,1971
44191,1972
44195,1973
45447,1974
45668,1975
45672,1976
46578,1977
47099,1978
47950,1979
47970,1980
48385,1981
48394,1982
49272,1983
54286,1984
56367,1985
176,1986
358,1987
428,1988
441,1989
714,1990
866,1991
1147,1992
1392,1993
1449,1994
2336,1995
2491,1996
195,1997
550,1998
605,1999
804,2000
898,2001
900,2002
910,2003
1353,2004
1416,2005
1487,2006
1593,2007
2078,2008
2088,2009
2108,2010
2146,2011
2248,2012
2316,2013
2468,2014
2599,2015
2633,2016
3072,2017
3142,2018
3363,2019
3394,2020
3436,2021
3604,2022
3712,2023
205,2024
289,2025
378,2026
830,2027
1021,2028
1453,2029
1474,2030
1526,2031
1604,2032
1646,2033
1672,2034
1701,2035
1711,2036
1713,2037
1888,2038
2314,2039
125,2040
162,2041
314,2042
549,2043
602,2044
803,2045
994,2046
1034,2047
1120,2048
1179,2049
1594,2050
1834,2051
1966,2052
2064,2053
2111,2054
2171,2055
2324,2056
2331,2057
2570,2058
2677,2059
3125,2060
695,2061
1269,2062
1327,2063
1965,2064
1986,2065
2401,2066
2530,2067
2532,2068
2533,2069
2792,2070
3871,2071
3917,2072
3918,2073
3923,2074
3926,2075
3929,2076
3932,2077
3936,2078
3959,2079
3985,2080
2810,2081
5608,2082
7323,2083
7842,2084
8327,2085
8370,2086
32587,2087
33794,2088
34405,2089
40629,2090
44665,2091
519,2092
1972,2093
2696,2094
5401,2095
7022,2096
47200,2097
49651,2098
54272,2099
54775,2100
55276,2101
55282,2102
56174,2103
58146,2104
59103,2105
406,2106
417,2107
492,2108
534,2109
615,2110
753,2111
901,2112
905,2113
906,2114
909,2115
911,2116
918,2117
928,2118
929,2119
931,2120
933,2121
937,2122
938,2123
945,2124
946,2125
947,2126
949,2127
950,2128
1057,2129
1150,2130
1152,2131
1178,2132
1238,2133
1337,2134
1571,2135
1683,2136
1684,2137
1719,2138
1836,2139
1929,2140
1936,2141
1938,2142
1939,2143
1942,2144
1944,2145
1945,2146
1946,2147
1948,2148
1957,2149
1963,2150
2018,2151
2057,2152
2066,2153
2069,2154
2099,2155
2130,2156
2135,2157
2176,2158
2178,2159
2182,2160
2183,2161
2184,2162
2185,2163
2187,2164
2202,2165
2204,2166
2205,2167
2208,2168
2212,2169
2243,2170
2333,2171
2436,2172
2593,2173
2612,2174
2690,2175
2708,2176
2729,2177
2788,2178
2927,2179
2939,2180
2940,2181
2941,2182
2973,2183
3011,2184
3022,2185
3037,2186
3062,2187
3088,2188
3095,2189
3097,2190
3102,2191
3148,2192
3152,2193
3201,2194
3260,2195
3262,2196
3307,2197
3341,2198
3379,2199
3405,2200
3475,2201
3504,2202
3543,2203
3546,2204
3580,2205
3606,2206
3629,2207
3683,2208
3685,2209
3801,2210
3808,2211
3813,2212
3819,2213
3831,2214
3849,2215
4036,2216
4037,2217
4077,2218
4136,2219
4186,2220
4191,2221
4263,2222
4381,2223
4464,2224
4546,2225
4733,2226
4754,2227
4784,2228
4808,2229
4840,2230
4881,2231
4914,2232
4920,2233
4926,2234
4932,2235
4969,2236
4970,2237
5013,2238
5120,2239
5135,2240
5367,2241
5434,2242
6787,2243
6993,2244
7215,2245
8132,2246
8208,2247
8781,2248
8966,2249
25777,2250
25856,2251
25927,2252
25996,2253
26116,2254
26491,2255
31617,2256
32598,2257
33237,2258
34437,2259
34528,2260
36517,2261
39292,2262
39419,2263
40583,2264
41285,2265
44694,2266
45720,2267
45730,2268
45950,2269
47610,2270
49932,2271
50064,2272
53322,2273
2492,2274
2993,2275
3060,2276
3135,2277
3167,2278
3169,2279
2038,2280
2372,2281
2518,2282
2906,2283
2961,2284
3157,2285
3185,2286
3512,2287
4465,2288
4639,2289
4699,2290
4714,2291
4823,2292
5226,2293
5237,2294
5258,2295
5276,2296
5302,2297
5303,2298
5308,2299
5361,2300
2739,2301
4235,2302
4388,2303
4745,2304
5464,2305
5577,2306
6242,2307
6319,2308
680,2309
940,2310
1078,2311
1217,2312
1232,2313
1281,2314
1934,2315
1935,2316
1941,2317
2010,2318
2177,2319
2179,2320
2181,2321
2207,2322
2209,2323
2210,2324
2211,2325
2219,2326
2221,2327
2227,2328
2229,2329
2290,2330
2351,2331
2356,2332
2376,2333
2726,2334
2731,2335
2750,2336
2935,2337
2951,2338
2966,2339
2991,2340
3030,2341
3089,2342
3129,2343
3134,2344
3140,2345
3232,2346
3306,2347
3310,2348
3311,2349
3462,2350
3468,2351
3487,2352
3503,2353
3507,2354
3559,2355
3632,2356
3633,2357
3638,2358
3640,2359
3641,2360
3676,2361
3681,2362
3742,2363
3812,2364
3814,2365
3984,2366
4005,2367
4323,2368
4329,2369
4356,2370
4359,2371
4392,2372
4393,2373
4401,2374
4404,2375
4408,2376
4409,2377
4628,2378
4768,2379
4802,2380
5008,2381
5177,2382
5291,2383
5304,2384
5339,2385
5348,2386
5397,2387
5796,2388
5937,2389
6100,2390
6143,2391
6254,2392
6401,2393
6409,2394
6426,2395
6429,2396
6522,2397
6573,2398
6579,2399
6581,2400
6584,2401
6611,2402
6643,2403
6650,2404
6666,2405
6750,2406
6783,2407
6985,2408
7013,2409
7064,2410
7065,2411
7070,2412
7072,2413
7073,2414
7074,2415
7091,2416
7116,2417
7132,2418
7136,2419
7210,2420
7212,2421
7218,2422
7234,2423
7243,2424
7327,2425
7419,2426
7569,2427
7570,2428
7581,2429
7700,2430
7706,2431
7933,2432
7934,2433
7943,2434
7983,2435
8042,2436
8125,2437
8154,2438
8198,2439
8199,2440
8228,2441
8235,2442
8239,2443
8275,2444
8336,2445
8507,2446
8511,2447
8542,2448
8596,2449
8601,2450
8620,2451
8622,2452
8670,2453
8734,2454
8980,2455
25769,2456
25788,2457
25938,2458
25940,2459
26242,2460
26391,2461
30812,2462
32291,2463
32316,2464
33312,2465
37741,2466
37830,2467
41997,2468
44972,2469
45210,2470
46967,2471
48516,2472
76,2473
663,2474
692,2475
711,2476
743,2477
747,2478
798,2479
1102,2480
1497,2481
1525,2482
1578,2483
199,2484
769,2485
831,2486
892,2487
927,2488
1019,2489
1054,2490
1251,2491
1267,2492
1323,2493
1660,2494
1734,2495
1885,2496
1952,2497
1956,2498
1958,2499
2025,2500
2080,2501
2085,2502
2132,2503
2303,2504
2312,2505
2313,2506
2349,2507
2390,2508
2520,2509
2644,2510
2721,2511
2732,2512
2862,2513
2863,2514
2870,2515
2877,2516
2919,2517
2920,2518
2923,2519
2926,2520
2971,2521
2988,2522
3028,2523
3075,2524
3141,2525
3168,2526
99,2527
156,2528
262,2529
581,2530
612,2531
1012,2532
1289,2533
1292,2534
1423,2535
1476,2536
1949,2537
639,2538
2188,2539
2574,2540
14,2541
725,2542
35,2543
60,2544
72,2545
129,2546
144,2547
297,2548
354,2549
381,2550
418,2551
444,2552
468,2553
518,2554
533,2555
536,2556
566,2557
572,2558
607,2559
650,2560
674,2561
715,2562
735,2563
877,2564
885,2565
952,2566
993,2567
1043,2568
1117,2569
1151,2570
1162,2571
1163,2572
1187,2573
1286,2574
1303,2575
1334,2576
1350,2577
1371,2578
1398,2579
1414,2580
1417,2581
1460,2582
