movieId,title,genres,year,title_clean,genre_list,genre_action,genre_adventure,genre_animation,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_imax,genre_musical,genre_mystery,genre_romance,genre_sci_fi,genre_thriller,genre_war,genre_western
34,Babe (1995),Children|Comedy|Drama|Fantasy,1995.0,Babe,"['Children', 'Comedy', 'Drama', 'Fantasy']",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,Carrington (1995),Drama|Romance,1995.0,Carrington,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,Dead Man Walking (1995),Crime|Drama,1995.0,Dead Man Walking,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),Documentary|IMAX,1995.0,Across the Sea of Time,"['Documentary', 'IMAX']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,It Takes Two (1995),Comedy,1995.0,It Takes Two,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),Comedy|Romance,1995.0,Clueless,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",Drama,1995.0,"Cry, the Beloved Country",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,Richard III (1995),Drama|War,1995.0,Richard III,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,Dead Presidents,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,Restoration (1995),Drama,1995.0,Restoration,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,Mortal Kombat,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,To Die For,"['Comedy', 'Drama', 'Thriller']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,How to Make an American Quilt,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),Crime|Horror|Mystery|Thriller,1995.0,Seven (a.k.a. Se7en),"['Crime', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
48,Pocahontas (1995),Animation|Children|Musical|Romance,1995.0,Pocahontas,"['Animation', 'Children', 'Musical', 'Romance']",0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),Drama|Romance,1995.0,When Night Is Falling,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"Usual Suspects, The","['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
51,Guardian Angel (1994),Action|Drama|Thriller,1994.0,Guardian Angel,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,Mighty Aphrodite,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,Lamerica (1994),Adventure|Drama,1994.0,Lamerica,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",Children|Comedy,1995.0,"Big Green, The","['Children', 'Comedy']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),Drama,1995.0,Georgia,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),Adventure|Children|Fantasy,1995.0,Kids of the Round Table,"['Adventure', 'Children', 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),Drama,1995.0,Home for the Holidays,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"Postman, The (Postino, Il)","['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,1995.0,"Confessional, The (Confessionnal, Le)","['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"Indian in the Cupboard, The","['Adventure', 'Children', 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),Drama|Thriller,1996.0,Eye for an Eye,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,Mr. Holland's Opus (1995),Drama,1995.0,Mr. Holland's Opus,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['Comedy', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),Comedy|Romance,1996.0,Two if by Sea,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Bio-Dome (1996),Comedy,1996.0,Bio-Dome,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Two Bits (1995),Drama,1995.0,Two Bits,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,French Twist (Gazon maudit),"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),Comedy,1995.0,Friday,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,"['Action', 'Comedy', 'Horror', 'Thriller']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,Fair Game (1995),Action,1995.0,Fair Game,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,Kicking and Screaming,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,"MisÃ©rables, Les (1995)",Drama|War,1995.0,"MisÃ©rables, Les","['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,Bed of Roses (1996),Drama|Romance,1996.0,Bed of Roses,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),Comedy|Drama,1996.0,Big Bully,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),Documentary,1995.0,Nico Icon,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)",Drama,1995.0,"Crossing Guard, The",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,"Juror, The (1996)",Drama|Thriller,1996.0,"Juror, The","['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"White Balloon, The (Badkonake sefid)","['Children', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,Antonia's Line (Antonia),"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),Drama,1995.0,Once Upon a Time... When We Were Colored,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995.0,Last Summer in the Hamptons,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),Drama|Romance,1995.0,Angels and Insects,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,White Squall (1996),Adventure|Drama,1996.0,White Squall,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),Children|Comedy,1996.0,Dunston Checks In,"['Children', 'Comedy']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),Comedy,1996.0,Black Sheep,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),Action|Thriller,1995.0,Nick of Time,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,"Journey of August King, The (1995)",Drama,1995.0,"Journey of August King, The",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,Mary Reilly,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),Comedy|Romance,1995.0,Vampire in Brooklyn,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,In the Bleak Midwinter,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",Drama,1995.0,"Hate (Haine, La)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,Shopping (1994),Action|Thriller,1994.0,Shopping,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,Heidi Fleiss: Hollywood Madam,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),Drama|Thriller,1996.0,City Hall,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,"['Adventure', 'Comedy', 'Crime', 'Romance']",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Mr. Wrong (1996),Comedy,1996.0,Mr. Wrong,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,Unforgettable,"['Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Happy Gilmore (1996),Comedy,1996.0,Happy Gilmore,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"Bridges of Madison County, The","['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,Nobody Loves Me (Keiner liebt mich),"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,"['Adventure', 'Children', 'Comedy', 'Musical']",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),Documentary,1996.0,Catwalk,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Headless Body in Topless Bar (1995),Comedy,1995.0,Headless Body in Topless Bar,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),"['Action', 'Adventure', 'Comedy', 'Crime']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),Drama|Mystery,1996.0,Before and After,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114,Margaret's Museum (1995),Drama,1995.0,Margaret's Museum,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,"Happiness Is in the Field (Bonheur est dans le prÃ©, Le) (1995)",Comedy,1995.0,"Happiness Is in the Field (Bonheur est dans le prÃ©, Le)",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered (1995),Documentary,1995.0,Anne Frank Remembered,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"Young Poisoner's Handbook, The","['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,If Lucy Fell (1996),Comedy|Romance,1996.0,If Lucy Fell,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,"Steal Big, Steal Little",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Race the Sun (1996),Drama,1996.0,Race the Sun,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,"Boys of St. Vincent, The",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Boomerang (1992),Comedy|Romance,1992.0,Boomerang,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express (ChÃ³ngqÃ¬ng SenlÃ­n) (1994),Drama|Mystery|Romance,1994.0,Chungking Express (ChÃ³ngqÃ¬ng SenlÃ­n),"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (L'Uomo delle stelle) (1995)",Drama,1995.0,"Star Maker, The (L'Uomo delle stelle)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Flirting With Disaster (1996),Comedy,1996.0,Flirting With Disaster,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"NeverEnding Story III, The","['Adventure', 'Children', 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,1994.0,"Silence of the Palace, The (Saimt el Qusur)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),Documentary,1994.0,Jupiter's Wife,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky (1996),Comedy|Romance,1996.0,Pie in the Sky,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),Drama,1995.0,Angela,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,Frankie Starlight (1995),Drama|Romance,1995.0,Frankie Starlight,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
132,Jade (1995),Thriller,1995.0,Jade,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol (1995),Comedy|Drama,1995.0,Nueba Yol,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws (1995),Documentary,1995.0,Sonic Outlaws,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Down Periscope (1996),Comedy,1996.0,Down Periscope,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg (1995),Documentary,1995.0,From the Journals of Jean Seberg,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),Documentary,1995.0,Man of the Year,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The (1995)",Drama,1995.0,"Neon Bible, The",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,Target (1995),Action|Drama,1995.0,Target,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal (1996),Drama|Romance,1996.0,Up Close and Personal,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)",Comedy,1996.0,"Birdcage, The",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Shadows (Cienie) (1988),Drama,1988.0,Shadows (Cienie),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,Gospa (1995),Drama,1995.0,Gospa,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)",Comedy,1995.0,"Brothers McMullen, The",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys (1995),Action,1995.0,Bad Boys,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"Amazing Panda Adventure, The","['Adventure', 'Children']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,1995.0,"Basketball Diaries, The",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,"Awfully Big Adventure, An",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Amateur (1994),Crime|Drama|Thriller,1994.0,Amateur,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150,Apollo 13 (1995),Adventure|Drama,1995.0,Apollo 13,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,"['Action', 'Drama', 'Romance', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)",Drama|Horror,1995.0,"Addiction, The","['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
